#DEG_AC	#Gene_Name	#Gene_Ref	#COG	#Class	#Function	#Organism	#Refseq	#Condition
DEG1001	DEG10010001	dnaA	16077069	COG0593L	DNA replication	initiation of chromosome replication	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0003688 GO:0006270 GO:0006275	P05648
DEG1001	DEG10010002	dnaN	16077070	COG0592L	DNA replication	DNA polymerase III (beta subunit)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0009360 GO:0008408 GO:0003677 GO:0003887	P05649
DEG1001	DEG10010003	gyrB	16077074	COG0187L	DNA packaging	DNA gyrase (subunit B)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005694 GO:0005737 GO:0009330 GO:0009295 GO:0005524 GO:0003677 GO:0003918 GO:0000287 GO:0006200 GO:0007059 GO:0006265 GO:0006268	P05652
DEG1001	DEG10010004	gyrA	16077075	COG0188L	DNA packaging	DNA gyrase (subunit A)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005694 GO:0005737 GO:0009330 GO:0009295 GO:0005524 GO:0003677 GO:0003918 GO:0006200 GO:0007059 GO:0006265 GO:0006268	P05653
DEG1001	DEG10010005	guaB	16077077	COG0516F	purine biosynthesis	inosine-monophosphate dehydrogenase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0030554 GO:0003938 GO:0046872 GO:0006177	P21879
DEG1001	DEG10010006	serS	16077081	COG0172J	tRNA synthetase	seryl-tRNA synthetase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0004828 GO:0016260 GO:0097056 GO:0006434	P37464
DEG1001	DEG10010007	dnaX	255767015	COG2812L	DNA replication	DNA polymerase III (gamma and tau subunits)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0009360 GO:0005524 GO:0003677 GO:0003887	P09122
DEG1001	DEG10010008	tmk/tdk	255767017	COG0125F	pyrimidine biosynthesis	thymidylate kinase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005524 GO:0004798 GO:0006233 GO:0006235	P37537
DEG1001	DEG10010009	holB	16077099	COG0470L	DNA replication	DNA polymerase III (delta' subunit)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0008408 GO:0003887	P37540
DEG1001	DEG10010010	metS/metG	16077106	COG0143J	tRNA synthetase	methionyl-tRNA synthetase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0004825 GO:0000049 GO:0006431	P37465
DEG1001	DEG10010011	ispE	16077114	COG1947I	isoprenoid biosynthesis	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0050515 GO:0005524 GO:0019288 GO:0016114	P37550
DEG1001	DEG10010012	gcaD	16077118	COG1207M	aminosugar metabolism	UDP-N-acetylglucosamine pyrophosphorylase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0019134 GO:0000287 GO:0003977 GO:0000902 GO:0071555 GO:0009245 GO:0009103 GO:0009252 GO:0008360 GO:0006048	P14192
DEG1001	DEG10010013	prs	16077119	COG0462FE	glycolysis	phosphoribosylpyrophosphate synthetase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0016301 GO:0000287 GO:0004749 GO:0006015 GO:0009165 GO:0009156	P14193
DEG1001	DEG10010014	spoVC	16077121	COG0193J	RNA modification	peptidyl-tRNA hydrolase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0004045 GO:0030435	P37470
DEG1001	DEG10010015	divIC	16077130	COG2919D	cell division	cell-division initiation protein (septum formation)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0007049	P37471
DEG1001	DEG10010016	yacA	16077135	COG0037D	unknown	conserved protein	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0016879 GO:0006400	P37563
DEG1001	DEG10010017	hprT	16077136	COG0634F	purine biosynthesis	hypoxanthine-guanine phosphoribosyltransferase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005829 GO:0052657 GO:0004422 GO:0000287 GO:0000166 GO:0006168 GO:0032263 GO:0006178 GO:0046100 GO:0032264 GO:0006166	P37472
DEG1001	DEG10010018	lysS	16077150	COG1190J	tRNA synthetase	lysyl-tRNA synthetase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0004824 GO:0000287 GO:0003676 GO:0006430	P37477
DEG1001	DEG10010019	yacM/ispD	16077158	COG1211I	isoprenoid biosynthesis	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0050518 GO:0019288 GO:0016114	Q06755
DEG1001	DEG10010020	yacN/ispF	16077159	COG0245I	isoprenoid biosynthesis	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0008685 GO:0046872 GO:0019288 GO:0016114	Q06756
DEG1001	DEG10010021	gltX	16077160	COG0008J	tRNA synthetase	glutamyl-tRNA synthetase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005524 GO:0004818 GO:0046872 GO:0000049 GO:0006424	P22250
DEG1001	DEG10010022	cysS	16077162	COG0215J	tRNA synthetase	cysteinyl-tRNA synthetase	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005829 GO:0005524 GO:0004817 GO:0008270 GO:0006423	Q06752
DEG1001	DEG10010023	rpmGB/rpmG	16077167	COG0267J	ribosomal protein	ribosomal protein L33	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0003735 GO:0046677 GO:0006412	Q06798
DEG1001	DEG10010024	secE	16077168	COG0690U	secretion	preprotein translocase subunit	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0016021 GO:0005622 GO:0005886 GO:0015450 GO:0065002 GO:0009306 GO:0006605 GO:0043952	Q06799
DEG1001	DEG10010025	rplA	255767020	COG0081J	ribosomal protein	ribosomal protein L1 (BL1)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015934 GO:0019843 GO:0003735 GO:0000049 GO:0006417 GO:0006412	Q06797
DEG1001	DEG10010026	rplJ	255767021	COG0244J	ribosomal protein	ribosomal protein L10 (BL5)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0070180 GO:0003735 GO:0006950 GO:0042254 GO:0006412	P42923
DEG1001	DEG10010027	rplL	16077173	COG0222J	ribosomal protein	ribosomal protein L12 (BL9)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0003735 GO:0006412	P02394
DEG1001	DEG10010028	rpoB	255767022	COG0085K	transcription	RNA polymerase (beta subunit)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0003677 GO:0003899 GO:0032549 GO:0046677 GO:0006351	P37870
DEG1001	DEG10010029	rpoC	255767023	COG0086K	transcription	RNA polymerase (beta' subunit)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0000428 GO:0003677 GO:0003899 GO:0046677 GO:0006351	P37871
DEG1001	DEG10010030	rpsL	255767024	COG0048J	ribosomal protein	ribosomal protein S12 (BS12)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015935 GO:0019843 GO:0003735 GO:0000049 GO:0046677 GO:0006412	P21472
DEG1001	DEG10010031	rpsG	255767025	COG0049J	ribosomal protein	ribosomal protein S7 (BS7)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015935 GO:0019843 GO:0003735 GO:0000049 GO:0006412	P21469
DEG1001	DEG10010032	fusA	255767026	COG0480J	translation	elongation factor G	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005525 GO:0003924 GO:0003746	P80868
DEG1001	DEG10010033	tufA/tuf	16077181	COG0050J	translation	elongation factor Tu	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005737 GO:0005525 GO:0003924 GO:0003746	P33166
DEG1001	DEG10010034	rpsJ	16077183	COG0051J	ribosomal protein	ribosomal protein S10 (BS13)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0003735 GO:0000049 GO:0006412	P21471
DEG1001	DEG10010035	rplC	16077184	COG0087J	ribosomal protein	ribosomal protein L3 (BL3)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:2000234 GO:0006364 GO:0006412	P42920
DEG1001	DEG10010036	rplD	16077185	COG0088J	ribosomal protein	ribosomal protein L4	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:0006412	P42921
DEG1001	DEG10010037	rplW	255767028	COG0089J	ribosomal protein	ribosomal protein L23	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0000166 GO:0019843 GO:0003735 GO:0006412	P42924
DEG1001	DEG10010038	rplB	255767029	COG0090J	ribosomal protein	ribosomal protein L2 (BL2)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015934 GO:0019843 GO:0003735 GO:0016740 GO:0006412	P42919
DEG1001	DEG10010039	rpsS	16077188	COG0185J	ribosomal protein	ribosomal protein S19 (BS19)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015935 GO:0019843 GO:0003735 GO:0006412	P21476
DEG1001	DEG10010040	rplV	16077189	COG0091J	ribosomal protein	ribosomal protein L22 (BL17)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015934 GO:0019843 GO:0003735 GO:0006412	P42060
DEG1001	DEG10010041	rpsC	255767030	COG0092J	ribosomal protein	ribosomal protein S3 (BS3)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015935 GO:0003729 GO:0019843 GO:0003735 GO:0006412	P21465
DEG1001	DEG10010042	rplP	16077191	COG0197J	ribosomal protein	ribosomal protein L16	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:0000049 GO:0006412	P14577
DEG1001	DEG10010043	rpmC	16077192	COG0255J	ribosomal protein	ribosomal protein L29	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0003735 GO:0006412	P12873
DEG1001	DEG10010044	rpsQ	16077193	COG0186J	ribosomal protein	ribosomal protein S17 (BS16)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:0006412	P12874
DEG1001	DEG10010045	rplN	16077194	COG0093J	ribosomal protein	ribosomal protein L14	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015934 GO:0019843 GO:0003735 GO:0006412	P12875
DEG1001	DEG10010046	rplX	16077195	COG0198J	ribosomal protein	ribosomal protein L24 (BL23) (histone-like protein HPB12)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0003677 GO:0019843 GO:0003735 GO:0006412	P0CI78
DEG1001	DEG10010047	rplE	16077196	COG0094J	ribosomal protein	ribosomal protein L5 (BL6)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:0000049 GO:0006412	P12877
DEG1001	DEG10010048	rpsN	16077197	COG0199J	ribosomal protein	ribosomal protein S14	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:0008270 GO:0006412	P12878
DEG1001	DEG10010049	rpsH	255767031	COG0096J	ribosomal protein	ribosomal protein S8 (BS8)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:0006412	P12879
DEG1001	DEG10010050	rplF	16077199	COG0097J	ribosomal protein	ribosomal protein L6 (BL8)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:0006412	P46898
DEG1001	DEG10010051	rplR	255767032	COG0256J	ribosomal protein	ribosomal protein L18	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0005840 GO:0019843 GO:0003735 GO:0006364 GO:0006412	P46899
DEG1001	DEG10010052	rpsE	16077201	COG0098J	ribosomal protein	ribosomal protein S5	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015935 GO:0019843 GO:0003735 GO:0046677 GO:0006412	P21467
DEG1001	DEG10010053	rpmD	16077202	COG1841J	ribosomal protein	ribosomal protein L30 (BL27)	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015934 GO:0003735 GO:0006412	P19947
DEG1001	DEG10010054	rplO	16077203	COG0200J	ribosomal protein	ribosomal protein L15	Bacillus subtilis 168	NC_000964	Rich medium	-	GO:0015934 GO:0019843 GO:0003735 GO:0006412	P19946
